ID,Cusip,Ticker from BQNT,Name,Pricing Date,Maturity Date,First call date,Redeemable,First Put  Date,Issue Size ($mm),Conversion Premium,Coupon,Conversion Price (at issue),Conversion Ratio (at issue),Conversion Price (adjusted),Conversion Ratio (adjusted),Split,Multiplier,Upper Strike (adjusted),Derivative,Type,Upper Strike,Effective Premium,Derivative Cost,Cost in Bond Points,VWAP Period,Net Proceeds,Date of Transaction,Maturity/Put,Term,Unadjusted Share price at issue,Adjusted Stock price at issue,Adjusted Stock price at maturity,CAGR (Adj),CAGR (unadj),Stock Price,Conversion Price
565,57164YAD9 Corp,VAC,VAC 0 01/15/26,1/28/2021,1/15/2026,-,No,-,575,0.4,0,171.0102997,5.8476,158.1228,6.3242,Yes,0.906239501,193.7200213,Yes,Tax Integrated,213.7625,0.749996933,30.2,0.052521739,70,544.8,-,-,-,127,127,65.92684351,-0.123731042,-0.123731042,65.92684351,154.9762886
566,90187BAB7 Corp,TWO,TWO 6 1/4 01/15/26,1/28/2021,1/15/2026,-,No,-,287.5,0.2,0.0625,7.37999773,135.5014,29.5201,33.8753,Yes,4.00001171,,No,,,,,,,287.5,-,-,-,6.24,24.96,16.62416624,-0.078612635,0.218232607,16.62416624,29.52007734
567,35953DAB0 Corp,FUBO,FUBO 3 1/4 02/15/26,1/29/2021,2/15/2026,2/20/2024,Soft Call,-,402.5,0.45,0.0325,57.78242605,17.3063,57.7824,17.3063,No,,,No,,,,,,,402.5,-,-,-,42.25,42.25,1.659360188,-0.473619099,-0.473619099,1.659360188,57.78242605
568,404139AG2 Corp,VATE,VATE 7 1/2 08/01/26,2/1/2021,8/1/2026,8/1/2023,Soft Call,-,49.755,0.2,0.075,4.268099785,234.2971,42.6809,23.4297,Yes,9.999965552,,No,,,,,,,49.755,-,-,-,3.67,36.4372,11.80778047,-0.185253669,0.236724967,11.80778047,42.68085082
569,606710AA9 Corp,MITK,MITK 0 3/4 02/01/26,2/3/2021,2/1/2026,-,No,-,155.25,0.375,0.0075,20.84501523,47.9731,20.845,47.9731,No,,26.53,Yes,Tax Integrated,26.53,0.749998722,9.3,0.059903382,80,145.95,-,-,-,15.15,15.15,8.108979577,-0.117630828,-0.117630828,8.108979577,20.84501523
570,69404DAA6 Corp,PACB,PACB 1 1/2 02/15/28,2/9/2021,2/15/2028,2/20/2026,Soft Call,-,900,0.1,0.015,43.50001088,22.9885,43.5,22.9885,No,,,No,,,,,,,900,-,-,-,39.54,39.54,0.13076381,-0.556924677,-0.556924677,0.13076381,43.50001088
571,70614WAB6 Corp,PTON,PTON 0 02/15/26,2/9/2021,2/15/2026,2/20/2024,Soft Call,-,1000,0.65,0,239.2344498,4.18,239.2344,4.18,No,,362.48,Yes,Capped Call,362.48,1.50002456,81.3,0.0813,,918.7,-,-,-,147.76,147.76,3.754474348,-0.519096146,-0.519096146,3.754474348,239.2344498
572,30212PBE4 Corp,EXPE,EXPE 0 02/15/26,2/17/2021,2/15/2026,2/20/2024,Soft Call,-,1000,0.725,0,255.0239723,3.9212,255.024,3.9212,No,,,No,,,,,,,1000,-,-,-,154.04,154.04,141.009998,-0.017540311,-0.017540311,141.009998,255.0239723
573,594972AE1 Corp,MSTR,MSTR 0 02/15/27,2/17/2021,2/15/2027,2/20/2024,Soft Call,-,1050,0.5,0,1432.459473,0.6981,143.246,6.981,Yes,0.099396308,,No,,,,,,,1050,-,-,-,941.8,94.18,311.0760424,0.220575924,-0.168727012,311.0760424,142.3811829
574,36166WAA1 Corp,GEO,GEO 6 1/2 02/23/26,2/19/2021,2/23/2026,-,No,-,230,0.25,0.065,9.224998639,108.4011,9.225,108.4011,No,,,No,,,,,,,230,-,-,-,7.3,7.3,32.6992473,0.348820606,0.348820606,32.6992473,9.224998639
575,893830BT5 Corp,RIG,RIG 4 12/15/25,2/22/2021,12/15/2025,-,No,-,293.751,0.1885,0.04,5.249999738,190.4762,5.25,190.4762,No,,,No,,,,,,,293.751,-,-,-,3.52,3.52,2.725563072,-0.051748003,-0.051748003,2.725563072,5.249999738
576,40637HAD1 Corp,HALO,HALO 0 1/4 03/01/27,2/24/2021,3/1/2027,3/1/2024,Soft Call,-,805,0.5,0.0025,77.17478545,12.9576,77.1748,12.9576,No,,,No,,,,,,,805,-,-,-,51.45,51.45,63.40062361,0.035307094,0.035307094,63.40062361,77.17478545
577,26210CAD6 Corp,DBX,DBX 0 03/01/28,2/24/2021,3/1/2028,3/6/2025,Soft Call,-,693.3,0.525,0,35.34955407,28.2889,35.3496,28.2889,No,,46.36,Yes,Tax Integrated,46.36,0.999996941,30.8,0.044425213,80,662.5,-,-,-,22.92,22.92,28.53435831,0.031705396,0.031705396,28.53435831,35.34955407
578,26210CAC8 Corp,DBX,DBX 0 03/01/26,2/24/2021,3/1/2026,3/6/2024,Soft Call,-,695.8,0.65,0,38.24706071,26.1458,38.2471,26.1458,No,,46.36,Yes,Tax Integrated,46.36,0.999996825,31.6,0.045415349,80,664.2,-,-,-,22.92,22.92,26.95609113,0.032841987,0.032841987,26.95609113,38.24706071
579,393222AK0 Corp,GPRE,GPRE 2 1/4 03/15/27,2/25/2021,3/15/2027,3/15/2024,Soft Call,-,230,0.375,0.0225,31.62495335,31.6206,31.625,31.6206,No,,,No,,,,,,,230,-,-,-,24.22,24.22,2.934822307,-0.294273981,-0.294273981,2.934822307,31.62495335
580,29355AAK3 Corp,ENPH,ENPH 0 03/01/28,2/25/2021,3/1/2028,9/6/2024,Soft Call,-,575,0.575,0,284.8678213,3.5104,284.8678,3.5104,No,,397.91,Yes,Tax Integrated,397.91,1.199996641,38.2,0.066434783,40,536.8,-,-,-,167.37,167.37,23.2659022,-0.245136791,-0.245136791,23.2659022,284.8678213
581,29355AAH0 Corp,ENPH,ENPH 0 03/01/26,2/25/2021,3/1/2026,9/6/2023,Soft Call,-,632.5,0.7,0,307.4747102,3.2523,307.4747,3.2523,No,,397.91,Yes,Tax Integrated,397.91,1.200008578,27.2,0.043003953,40,605.3,-,-,-,167.37,167.37,41.29200219,-0.243443222,-0.243443222,41.29200219,307.4747102
582,84921RAB6 Corp,SPOT,SPOT 0 03/15/26,2/26/2021,3/15/2026,3/20/2024,Soft Call,-,1500,0.7,0,515.1983514,1.941,515.1984,1.941,No,,,No,,,,,,,1500,-,-,-,307.38,307.38,728.0733279,0.186089745,0.186089745,728.0733279,515.1983514
583,56400PAQ5 Corp,MNKD,MNKD 2 1/2 03/01/26,3/2/2021,3/1/2026,3/6/2024,Soft Call,-,230,0.3,0.025,5.213000598,191.8281,5.213,191.8281,No,,,No,,,,,,,230,-,-,-,3.78,3.78,5.736699184,0.087061705,0.087061705,5.736699184,5.213000598
584,819047AB7 Corp,SHAK,SHAK 0 03/01/28,3/2/2021,3/1/2028,3/6/2025,Soft Call,-,250,0.45,0,170.4187188,5.8679,170.4187,5.8679,No,,,No,,,,,,,250,-,-,-,121.46,121.46,102.3463448,-0.024173088,-0.024173088,102.3463448,170.4187188
585,15677JAD0 Corp,DAY,DAY 0 1/4 03/15/26,3/3/2021,3/15/2026,3/20/2024,Soft Call,-,575,0.475,0.0025,132.2034302,7.5641,132.2034,7.5641,No,,179.26,Yes,Capped Call,179.26,1.000012335,45,0.07826087,,530,-,-,-,85.52,85.52,56.32156481,-0.079631684,-0.079631684,56.32156481,132.2034346
586,12685JAE5 Corp,CABO,CABO 0 03/15/26,3/3/2021,3/15/2026,3/20/2024,Soft Call,-,575,0.25,0,2275.830678,0.4394,2275.8307,0.4394,No,,,No,,,,,,,575,-,-,-,1746.06,1746.06,156.8609467,-0.380448682,-0.380448682,156.8609467,2275.830678
587,12685JAG0 Corp,CABO,CABO 1 1/8 03/15/28,3/3/2021,3/15/2028,3/20/2025,Soft Call,-,345,0.25,0.01125,2275.830678,0.4394,2275.8307,0.4394,No,,,No,,,,,,,345,-,-,-,1746.06,1746.06,59.2173854,-0.381911419,-0.381911419,59.2173854,2275.830678
588,70932AAF0 Corp,PMT,PMT 5 1/2 03/15/26,3/3/2021,3/15/2026,-,No,-,345,0.15,0.055,21.68900996,46.1063,21.689,46.1063,No,,,No,,,,,,,345,-,-,-,18.8,18.8,13.71846001,-0.060686068,-0.060686068,13.71846001,21.68900996
589,08862EAB5 Corp,BYND,BYND 0 03/15/27,3/3/2021,3/15/2027,3/20/2024,Soft Call,-,1150,0.475,0,205.9986816,4.8544,205.9987,4.8544,No,,279.32,Yes,Capped Call,279.32,0.999998237,84,0.073043478,,1066,-,-,-,139.485,139.485,0.456910507,-0.612589066,-0.612589066,0.456910507,205.9986816
590,31188VAB6 Corp,FSLY,FSLY 0 03/15/26,3/3/2021,3/15/2026,3/20/2024,Soft Call,-,948.75,0.45,0,102.8045069,9.7272,102.8045,9.7272,No,,,No,,,,,,,948.75,-,-,-,68.01,68.01,3.702652648,-0.439129897,-0.439129897,3.702652648,102.8045069
591,405024AB6 Corp,HAE,HAE 0 03/01/26,3/3/2021,3/1/2026,3/5/2024,Soft Call,-,500,0.4,0,175.3370855,5.7033,175.3371,5.7033,No,,250.48,Yes,Capped Call,250.48,0.999987618,47.4,0.0948,,452.6,-,-,-,122.22,122.22,55.6887292,-0.145623961,-0.145623961,55.6887292,175.3370855
592,88339PAD3 Corp,REAL,REAL 1 03/01/28,3/4/2021,3/1/2028,3/5/2025,Soft Call,-,287.5,0.325,0.01,31.80004134,31.4465,31.8,31.4465,No,,48,Yes,Capped Call,48,0.9999974,33.7,0.117217391,,253.8,-,-,-,22.24,22.24,2.649160224,-0.262369491,-0.262369491,2.649160224,31.80004134
593,009066AB7 Corp,ABNB,ABNB 0 03/15/26,3/4/2021,3/15/2026,3/20/2024,Soft Call,-,2000,0.6,0,288.6419397,3.4645,288.6419,3.4645,No,,360.8,Yes,Capped Call,360.8,0.99998656,100.2,0.0501,,1899.8,-,-,-,180.23,180.23,129.7281792,-0.063268958,-0.063268958,129.7281792,288.6419397
594,232109AB4 Corp,CUTRQ,CUTR 2 1/4 03/15/26,3/4/2021,3/15/2026,3/20/2024,Soft Call,-,138.25,0.275,0.0225,33.1755284,30.1427,33.1755,30.1427,No,,45.535,Yes,Capped Call,45.535,0.749998502,16.1,0.116455696,,122.15,-,-,-,26.02,26.02,0.11815975,-0.657801162,-0.657801162,0.11815975,33.1755284
595,902252AB1 Corp,TYL,TYL 0 1/4 03/15/26,3/5/2021,3/15/2026,3/15/2024,Soft Call,-,600,0.3,0.0025,493.4372841,2.0266,493.4373,2.0266,No,,,No,,,,,,,600,-,-,-,401.06,401.06,687.9892821,0.11330841,0.11330841,687.9892821,493.4372841
596,29975EAD1 Corp,EB,EB 0 3/4 09/15/26,3/9/2021,9/15/2026,3/15/2024,Soft Call,-,212.75,0.3,0.0075,27.88498003,35.8616,27.885,35.8616,No,,37.5375,Yes,Capped Call,37.5375,0.750001253,18.5,0.086956522,,194.25,-,-,-,22.84,22.84,1.052370697,-0.427561044,-0.427561044,1.052370697,27.88498003
598,465741AN6 Corp,ITRI,ITRI 0 03/15/26,3/10/2021,3/15/2026,3/20/2024,Soft Call,-,460,0.4,0,126.000126,7.9365,126.0001,7.9365,No,,180,Yes,Tax Integrated,180,0.999998,38.8,0.084347826,80,421.2,-,-,-,91.36,91.36,116.1071056,0.048969515,0.048969515,116.1071056,126.000126
599,09239BAD1 Corp,BL,BL 0 03/15/26,3/11/2021,3/15/2026,3/20/2024,Soft Call,-,1150,0.425,0,166.2344571,6.0156,166.2345,6.0156,No,,233.31,Yes,Capped Call,233.31,0.999986981,102.4,0.089043478,,1047.6,-,-,-,115.09,115.09,38.35205229,-0.19691439,-0.19691439,38.35205229,166.2344571
600,05988JAD5 Corp,BAND,BAND 0 1/2 04/01/28,3/12/2021,4/1/2028,4/6/2025,Soft Call,-,250,0.375,0.005,179.2725121,5.5781,179.2725,5.5781,No,,260.76,Yes,Capped Call,260.76,0.999999865,25.5,0.102,,224.5,-,-,-,127.72,127.72,3.125837419,-0.409067487,-0.409067487,3.125837419,179.2725121
601,678026AK1 Corp,OIS,OIS 4 3/4 04/01/26,3/16/2021,4/1/2026,4/6/2024,Soft Call,-,135,0.25,0.0475,10.487501,95.3516,10.4875,95.3516,No,,,No,,,,,,,135,-,-,-,8.39,8.39,4.831718562,-0.103677979,-0.103677979,4.831718562,10.487501
602,26142RAB0 Corp,DKNG,DKNG 0 03/15/28,3/16/2021,3/15/2028,3/15/2025,Soft Call,-,1265,0.4,0,94.84966328,10.543,94.8497,10.543,No,,135.5,Yes,Capped Call,135.5,1.0000071,124,0.098023715,,1141,-,-,-,67.14,67.14,31.41182597,-0.102871999,-0.102871999,31.41182597,94.84966328
603,55955DAB6 Corp,MGNI,MGNI 0 1/4 03/15/26,3/16/2021,3/15/2026,3/20/2024,Soft Call,-,400,0.4,0.0025,63.88184414,15.6539,63.8818,15.6539,No,,91.26,Yes,Capped Call,91.26,1.00000488,39,0.0975,,361,-,-,-,45.3,45.3,11.93245432,-0.234294255,-0.234294255,11.93245432,63.88184414
604,345370CZ1 Corp,F,F 0 03/15/26,3/17/2021,3/15/2026,3/20/2024,Soft Call,-,2300,0.4,0,17.48600006,57.1886,14.2506,70.1724,Yes,0.789182838,,No,,,,,,,2300,-,-,-,12.69,12.69,8.962651115,-0.067258338,-0.067258338,8.962651115,13.79965114
605,45245EAJ8 Corp,IMAX,IMAX 0 1/2 04/01/26,3/17/2021,4/1/2026,4/6/2024,Soft Call,-,230,0.35,0.005,28.75496742,34.7766,28.755,34.7766,No,,37.275,Yes,Capped Call,37.275,0.750001983,19.1,0.083043478,,210.9,-,-,-,21.24,21.24,26.92228819,0.048172041,0.048172041,26.92228819,28.75496742
606,753422AF1 Corp,RPD,RPD 0 1/4 03/15/27,3/17/2021,3/15/2027,3/20/2024,Soft Call,-,600,0.3,0.0025,103.3762689,9.6734,103.3763,9.6734,No,,159.04,Yes,Capped Call,159.04,0.999994797,76,0.126666667,,524,-,-,-,79,79,17.32325665,-0.223636189,-0.223636189,17.32325665,103.3762689
607,15136AAA0 Corp,PR,PR 3 1/4 04/01/28,3/17/2021,4/1/2028,4/7/2025,Soft Call,-,170,0.3,0.0325,6.279001236,159.261,5.7807,172.9908,No,,8.4525,Yes,Capped Call,8.4525,0.749999683,14.7,0.086470588,,155.3,-,-,-,4.64,4.64,24.72026764,0.26828633,0.26828633,24.72026764,5.780654231
608,49803XAB9 Corp,KRG,KRG 0 3/4 04/01/27,3/18/2021,4/1/2027,4/5/2025,Soft Call,-,175,0.25,0.0075,25.21254158,39.6628,24.3176,41.1225,Yes,0.964503623,29.18587963,Yes,Capped Call,30.26,0.50024541,9.8,0.056,,165.2,-,-,-,20.25,20.25,24.53351054,0.03230022,0.03230022,24.53351054,24.3175877
609,477143AP6 Corp,JBLU,JBLU 0 1/2 04/01/26,3/23/2021,4/1/2026,4/1/2024,Soft Call,-,750,0.35,0.005,25.92003152,38.5802,25.92,38.5802,No,,,No,,,,,,,750,-,-,-,19.25,19.25,4.844413014,-0.240212154,-0.240212154,4.844413014,25.92003152
610,531465AA0 Corp,LTRPA,LTRPA 0 1/2 06/30/51,3/23/2021,6/30/2051,3/27/2025,Call,3/27/2025,330,0.3,0.005,69.7841576,14.3299,69.7842,14.3299,No,,,No,,,,,,,330,3/27/2025,Put,4,6.29,6.29,0.258,-0.548972718,-0.548972718,0.258,69.7841576
611,896945AD4 Corp,LTRPA,TRIP 0 1/4 04/01/26,3/23/2021,4/1/2026,4/1/2024,Soft Call,-,345,0.375,0.0025,73.8099983,13.5483,73.81,13.5483,No,,107.36,Yes,Capped Call,107.36,1.000000046,35,0.101449275,,310,-,-,-,6.29,6.29,0.060022069,-0.603977397,-0.603977397,0.060022069,73.8099983
612,55405YAB6 Corp,MTSI,MTSI 0 1/4 03/15/26,3/23/2021,3/15/2026,3/20/2024,Soft Call,-,450,0.4,0.0025,82.1240566,12.1767,82.1241,12.1767,No,,,No,,,,,,,450,-,-,-,57.03,57.03,138.3400654,0.194847646,0.194847646,138.3400654,82.1240566
613,399473AF4 Corp,GRPN,GRPN 1 1/8 03/15/26,3/23/2021,3/15/2026,3/20/2024,Soft Call,-,230,0.3,0.01125,68.11988831,14.68,63.8492,15.6619,Yes,0.937306494,98.2297206,Yes,Capped Call,104.8,1.0000032,23.8,0.103478261,,206.2,-,-,-,47.98,47.98,7.388228085,-0.313294468,-0.313294468,7.388228085,63.8492137
614,75737FAE8 Corp,RDFN,RDFN 0 1/2 04/01/27,3/23/2021,4/1/2027,4/6/2024,Soft Call,-,575,0.35,0.005,93.52787131,10.692,93.5279,10.692,No,,138.56,Yes,Capped Call,138.56,1.000002752,62.647,0.108951304,,512.353,-,-,-,66.28,66.28,1.934169822,-0.443930191,-0.443930191,1.934169822,93.52787131
615,553368AA9 Corp,MP,MPUS 0 1/4 04/01/26,3/24/2021,4/1/2026,4/5/2024,Soft Call,-,690,0.265,0.0025,44.27501871,22.5861,44.275,22.5861,No,,,No,,,,,,,690,-,-,-,33.44,33.44,21.64430779,-0.083015791,-0.083015791,21.64430779,44.27501871
616,00437EAB8 Corp,ACCD,ACCD 0 1/2 04/01/26,3/25/2021,4/1/2026,4/6/2024,Soft Call,-,287.5,0.325,0.005,50.48261379,19.8088,50.4826,19.8088,No,,76.2,Yes,Capped Call,76.2,0.999995492,34.5,0.12,,253,-,-,-,40.78,40.78,4.365706875,-0.35943051,-0.35943051,4.365706875,50.48261379
617,92343XAC4 Corp,VRNT,VRNT 0 1/4 04/15/26,4/6/2021,4/15/2026,4/20/2024,Soft Call,-,315,0.325,0.0025,62.07632905,16.1092,62.0763,16.1092,No,,100,Yes,Capped Call,100,1.134469,41,0.13015873,,274,-,-,-,46.85,46.85,18.29483956,-0.1706647,-0.1706647,18.29483956,62.07632905
618,156431AQ1 Corp,CENX,CENX 2 3/4 05/01/28,4/7/2021,5/1/2028,5/6/2025,Soft Call,-,86.25,0.225,0.0275,18.74249129,53.3547,18.7425,53.3547,No,,22.95,Yes,Capped Call,22.95,0.500000697,5.7,0.066086957,,80.55,-,-,-,15.23,15.23,22.54527005,0.057077711,0.057077711,22.54527005,18.74249129
619,462222AD2 Corp,IONS,IONS 0 04/01/26,4/8/2021,4/1/2026,-,No,-,632.5,0.325,0,57.83623093,17.2902,57.8362,17.2902,No,,76.39,Yes,Tax Integrated,76.39,0.750057851,46.9,0.074150198,80,585.6,-,-,-,42.69,42.69,30.09688693,-0.067775413,-0.067775413,30.09688693,57.83623093
620,743312AB6 Corp,PRGS,PRGS 1 04/15/26,4/9/2021,4/15/2026,4/20/2024,Soft Call,-,360,0.275,0.01,57.29838132,17.4525,57.2984,17.4525,No,,89.88,Yes,Capped Call,89.88,1.000004143,38.9,0.108055556,,321.1,-,-,-,44.79,44.79,57.80551387,0.052165427,0.052165427,57.80551387,57.29838132
621,393657AM3 Corp,GBX,GBX 2 7/8 04/15/28,4/16/2021,4/15/2028,4/15/2025,Soft Call,-,373.75,0.3,0.02875,55.45788805,18.0317,55.4579,18.0317,No,,,No,,,,,,,373.75,-,-,-,43.8,43.8,70.17718343,0.069689136,0.069689136,70.17718343,55.45788805
622,83304AAF3 Corp,SNAP,SNAP 0 05/01/27,4/28/2021,5/1/2027,5/5/2024,Soft Call,-,1150,0.475,0,89.25224469,11.2042,89.2522,11.2042,No,,121.02,Yes,Capped Call,121.02,1.000000119,75.7,0.065826087,,1074.3,-,-,-,62.04,62.04,3.765549114,-0.372701801,-0.372701801,3.765549114,89.25224469
623,004397AK1 Corp,ARAY,ARAY 3 3/4 06/01/26,5/6/2021,6/1/2026,6/5/2024,Soft Call,-,100,0.3,0.0375,5.863001587,170.5611,5.863,170.5611,No,,,No,,,,,,,100,-,-,-,4.51,4.51,1.542871222,-0.190704883,-0.190704883,1.542871222,5.863001587
624,268158AD4 Corp,DVAX,DVAX 2 1/2 05/15/26,5/10/2021,5/15/2026,5/20/2024,Soft Call,-,225.5,0.325,0.025,10.46749946,95.5338,10.4675,95.5338,No,,15.8,Yes,Capped Call,15.8,1.000000103,27.2,0.120620843,,198.3,-,-,-,7.9,7.9,16.44944471,0.157519624,0.157519624,16.44944471,10.46749946
625,457669AB5 Corp,INSM,INSM 0 3/4 06/01/28,5/11/2021,6/1/2028,6/6/2025,Soft Call,-,575,0.3,0.0075,32.5000325,30.7692,32.5,30.7692,No,,,No,,,,,,,575,-,-,-,26.96,26.96,147.4901492,0.272343975,0.272343975,147.4901492,32.5000325
626,501812AB7 Corp,LCII,LCII 1 1/8 05/15/26,5/11/2021,5/15/2026,5/20/2024,Soft Call,-,460,0.275,0.01125,165.6479034,6.0369,160.0461,6.2482,Yes,0.966182426,251.0528417,Yes,Tax Integrated,259.84,1.000001166,51.6,0.112173913,80,408.4,-,-,-,132.07,132.07,94.99015276,-0.063649704,-0.063649704,94.99015276,160.0460933
627,682189AS4 Corp,ON,ON 0 05/01/27,5/12/2021,5/1/2027,5/1/2024,Soft Call,-,805,0.425,0,52.96722388,18.8796,52.9672,18.8796,No,,74.34,Yes,Tax Integrated,74.34,1.000000986,66.5,0.082608696,80,738.5,-,-,-,35.67,35.67,54.83209018,0.074685159,0.074685159,54.83209018,52.96722388
628,10482BAB7 Corp,BHR,BHR 4 1/2 06/01/26,5/14/2021,6/1/2026,5/18/2021,Soft Call,-,86.25,0.25,0.045,6.337501085,157.7909,6.3375,157.7909,No,,,No,,,,,,,86.25,-,-,-,5.58,5.58,2.379747818,-0.155359521,-0.155359521,2.379747818,5.491445975
629,86745KAF1 Corp,NOVA,NOVA 0 1/4 12/01/26,5/18/2021,12/1/2026,6/5/2024,Soft Call,-,575,0.3,0.0025,34.58005975,28.9184,34.5801,28.9184,No,,60,Yes,Capped Call,60,1.2556352,91.7,0.159478261,,483.3,-,-,-,26.53,26.53,0.460513633,-0.519162937,-0.519162937,0.460513633,34.58005975
630,19260QAB3 Corp,COIN,COIN 0 1/2 06/01/26,5/19/2021,6/1/2026,6/5/2024,Soft Call,-,1437.5,0.55,0.005,370.4526932,2.6994,370.4527,2.6994,No,,478,Yes,Capped Call,478,0.99998546,90.1,0.062678261,,1347.4,-,-,-,224.8,224.8,208.4089421,-0.014928945,-0.014928945,208.4089421,370.4526932
631,91532BAA9 Corp,UPHL,UPHL 6 1/4 06/15/26,6/9/2021,6/15/2026,6/15/2022,Soft Call,6/3/2024,160,0.1427,0.0625,10.65000153,93.8967,106.5,9.3897,Yes,10.00000002,,No,,,,,,,160,6/3/2024,Put,3,9.38,93.8,0.5298,-0.823619738,-0.618367358,0.5298,106.5000154
632,97717PAD6 Corp,WT,WT 3 1/4 06/15/26,6/9/2021,6/15/2026,6/20/2023,Soft Call,-,150,0.6,0.0325,11.04000092,90.5797,11.04,90.5797,No,,,No,,,,,,,150,-,-,-,6.9,6.9,10.04341202,0.077700566,0.077700566,10.04341202,11.04000124
633,29786AAN6 Corp,ETSY,ETSY 0 1/4 06/15/28,6/9/2021,6/15/2028,6/20/2025,Soft Call,-,1000,0.45,0.0025,246.8038896,4.0518,246.8039,4.0518,No,,340.42,Yes,Capped Call,340.42,1.000004946,85,0.085,,915,-,-,-,167.3,167.3,17.73454731,-0.27374133,-0.27374133,17.73454731,246.8038896
634,163072AA9 Corp,CAKE,CAKE 0 3/8 06/15/26,6/10/2021,6/15/2026,6/20/2024,Soft Call,-,345,0.4,0.00375,78.40000153,12.7551,72.0767,13.8741,Yes,0.919346249,,No,,,,,,,345,-,-,-,56.86,56.86,53.51405449,-0.012023095,-0.012023095,53.51405449,72.07674732
635,65341BAE6 Corp,XIFR,XIFR 0 06/15/24,6/15/2021,6/15/2024,-,No,-,500,0.2,0,90.50428772,11.0492,86.7845,11.5228,Yes,0.958898902,108.4802328,Yes,Capped Call,113.13,0.499995231,31,0.062,,469,6/15/2024,Maturity,3,73.52,73.52,27.95,-0.27557721,-0.27557721,27.95,86.78446211
636,22410JAB2 Corp,CBRL,CBRL 0 5/8 06/15/26,6/16/2021,6/15/2026,6/15/2024,Soft Call,-,300,0.25,0.00625,188.1360931,5.3153,160.3515,6.2363,Yes,0.839527615,221.1252774,Yes,Tax Integrated,263.3925,0.750013086,30.3,0.101,50,269.7,-,-,-,151.63,151.63,28.03942395,-0.286629249,-0.286629249,28.03942395,157.9454456
637,08265TAD1 Corp,BSY,BSY 0 3/8 07/01/27,6/24/2021,7/1/2027,7/5/2024,Soft Call,-,575,0.35,0.00375,83.22721863,12.0153,83.2272,12.0153,No,,95.56,Yes,Capped Call,95.56,0.550045792,25.875,0.045,,549.125,-,-,-,61.84,61.84,35.40925998,-0.088468675,-0.088468675,35.40925998,83.22721863
638,82452JAD1 Corp,FOUR,FOUR 0 1/2 08/01/27,7/21/2021,8/1/2027,8/6/2024,Soft Call,-,632.5,0.425,0.005,122.6632648,8.1524,122.6633,8.1524,No,,,No,,,,,,,632.5,-,-,-,86.08,86.08,108.2550887,0.038758413,0.038758413,108.2550887,122.6632648
639,02081GAB8 Corp,ATEC,ATEC 0 3/4 08/01/26,8/5/2021,8/1/2026,8/6/2024,Soft Call,-,316.25,0.325,0.0075,18.33799118,54.5316,18.338,54.5316,No,,27.68,Yes,Capped Call,27.68,1.000000962,39.8,0.125849802,,276.45,-,-,-,13.84,13.84,12.04550194,-0.02745233,-0.02745233,12.04550194,18.33799118
640,91688FAB0 Corp,UPWK,UPWK 0 1/4 08/15/26,8/6/2021,8/15/2026,8/20/2024,Soft Call,-,575,0.425,0.0025,66.07725753,15.1338,66.0773,15.1338,No,,92.74,Yes,Capped Call,92.74,0.999999772,49.4,0.085913043,,525.6,-,-,-,44.87,44.87,10.30377026,-0.253819663,-0.253819663,10.30377026,66.07725753
641,18915MAC1 Corp,NET,NET 0 08/15/26,8/10/2021,8/15/2026,8/20/2024,Soft Call,-,1293.75,0.525,0,191.3399537,5.2263,191.34,5.2263,No,,250.94,Yes,Capped Call,250.94,1.000018776,86.25,0.066666667,,1207.5,-,-,-,125.47,125.47,154.288882,0.042099528,0.042099528,154.288882,191.3399537
642,91680MAB3 Corp,UPST,UPST 0 1/4 08/15/26,8/17/2021,8/15/2026,8/20/2024,Soft Call,-,661.25,0.425,0.0025,285.2578731,3.5056,285.2579,3.5056,No,,400.36,Yes,Capped Call,400.36,0.999990373,58.5,0.088468809,,602.75,-,-,-,200.18,200.18,42.41665722,-0.267051885,-0.267051885,42.41665722,285.2578731
643,683712AA1 Corp,OPEN,OPEN 0 1/4 08/15/26,8/17/2021,8/15/2026,8/20/2024,Soft Call,-,977.5,0.3,0.0025,19.23350631,51.9926,19.2335,51.9926,No,,29.59,Yes,Capped Call,29.59,0.999999344,118.8,0.121534527,,858.7,-,-,-,14.795,14.795,0.499012639,-0.49269185,-0.49269185,0.499012639,19.23350631
644,88331LAA6 Corp,SKIN,SKIN 1 1/4 10/01/26,9/9/2021,10/1/2026,10/6/2024,Soft Call,-,750,0.325,0.0125,31.76024824,31.4859,31.7602,31.4859,No,,47.94,Yes,Capped Call,47.94,1.000000111,90.2,0.120266667,,659.8,-,-,-,23.97,23.97,0.412447376,-0.551873363,-0.551873363,0.412447376,31.76024824
645,08975PAA6 Corp,BIGC,BIGC 0 1/4 10/01/26,9/9/2021,10/1/2026,10/7/2024,Soft Call,-,345,0.375,0.0025,73.10850033,13.6783,73.1085,13.6783,No,,106.34,Yes,Capped Call,106.34,1.00000683,35.6,0.103188406,,309.4,-,-,-,53.17,53.17,2.827371936,-0.439958048,-0.439958048,2.827371936,73.10850033
646,733245AA2 Corp,PRCH,PRCH 0 3/4 09/15/26,9/13/2021,9/15/2026,9/20/2024,Soft Call,-,425,0.325,0.0075,25.0027503,39.9956,25.0028,39.9956,No,,37.74,Yes,Capped Call,37.74,0.999999976,52.9,0.124470588,,372.1,-,-,-,18.87,18.87,4.498016267,-0.249089703,-0.249089703,4.498016267,25.0027503
